Scenario,Region,Battery_cost_Region,Battery_cost_Measure,Year,Battery_cost,Sales,Total_cost
Reference,Northeast Asia,USA,Min,2020,11037.332389439493,318640.0,3516935592.571
Reference,Northeast Asia,USA,Min,2021,10569.47351475395,296992.9999999997,3139059647.567317
Reference,Northeast Asia,USA,Min,2022,10102.892943004708,291986.9999999999,2949913401.749115
Reference,Northeast Asia,USA,Min,2023,9636.312371255466,284916.0,2745539575.568622
Reference,Northeast Asia,USA,Min,2024,9169.731799506222,298403.99999999977,2736284647.8998528
Reference,Northeast Asia,USA,Min,2025,8701.87292482068,335144.9999999999,2916389201.3890257
Reference,Northeast Asia,USA,Min,2026,8235.29235307144,390648.99999999977,3217108722.4350033
Reference,Northeast Asia,USA,Min,2027,7768.711781322196,449587.9999999996,3492719592.34108
Reference,Northeast Asia,USA,Min,2028,7302.131209572954,496004.00000000023,3621886288.4730244
Reference,Northeast Asia,USA,Min,2029,6834.272334887412,519786.99999999965,3552365914.134121
Reference,Northeast Asia,USA,Min,2030,6367.691763138169,518531.9999999995,3301851945.323558
Reference,Northeast Asia,USA,Min,2031,6282.847318929347,495793.0000000003,3114991720.7939396
Reference,Northeast Asia,USA,Min,2032,6198.002874720524,466043.9999999999,2888542051.746251
Reference,Northeast Asia,USA,Min,2033,6112.925979979623,432003.9999999999,2640808475.0551167
Reference,Northeast Asia,USA,Min,2034,6028.081535770801,400141.9999999997,2412088601.886398
Reference,Northeast Asia,USA,Min,2035,5943.237091561978,370828.0000000001,2203918724.1897454
Reference,Northeast Asia,USA,Min,2036,5858.392647353156,350733.9999999996,2054737486.7767594
Reference,Northeast Asia,USA,Min,2037,5773.315752612254,489022.99999999977,2823284189.2897015
Reference,Northeast Asia,USA,Min,2038,5688.471308403431,631965.9999999998,3594920458.8864813
Reference,Northeast Asia,USA,Min,2039,5603.626864194609,784168.9999999995,4394190474.468619
Reference,Northeast Asia,USA,Min,2040,5518.782419985786,944648.0000000002,5213306775.474734
Reference,Northeast Asia,USA,Min,2041,5433.7055252448845,1113212.9999999993,6048871628.874431
Reference,Northeast Asia,USA,Min,2042,5348.861081036062,1289675.0000000002,6898292414.685185
Reference,Northeast Asia,USA,Min,2043,5264.016636827239,1470630.0,7741420786.617242
Reference,Northeast Asia,USA,Min,2044,5179.172192618417,1655905.0000000005,8576217129.617804
Reference,Northeast Asia,USA,Min,2045,5094.095297877516,1840666.9999999988,9376533109.658308
Reference,Northeast Asia,USA,Min,2046,5009.250853668693,2025992.9999999995,10148707164.776793
Reference,Northeast Asia,USA,Min,2047,4924.406409459871,2200067.0000000005,10834024036.041151
Reference,Northeast Asia,USA,Min,2048,4839.561965251049,2363584.9999999995,11438716067.637897
Reference,Northeast Asia,USA,Min,2049,4754.485070510147,2508817.0000000005,11928132971.14206
Reference,Northeast Asia,USA,Min,2050,4669.640626301324,2629269.0000000014,12277741339.874664
Reference,Northeast Asia,World,Max,2018,8440.314438555162,353036.9999999999,2979743288.4441977
Reference,Northeast Asia,World,Max,2019,8440.314438555162,353036.9999999999,2979743288.4441977
Reference,Northeast Asia,World,Max,2020,8440.314438555162,318640.0,2689421792.7012167
Reference,Northeast Asia,World,Max,2021,8085.687520347013,296992.9999999997,2401392593.730418
Reference,Northeast Asia,World,Max,2022,7732.029528144896,291986.9999999999,2257652105.834443
Reference,Northeast Asia,World,Max,2023,7378.371535942781,284916.0,2102216104.5346735
Reference,Northeast Asia,World,Max,2024,7024.713543740664,298403.99999999977,2096202620.3063877
Reference,Northeast Asia,World,Max,2025,6670.0866255325145,335144.9999999999,2235446182.114094
Reference,Northeast Asia,World,Max,2026,6316.428633330399,390648.99999999977,2467506529.1818857
Reference,Northeast Asia,World,Max,2027,5962.7706411282825,449587.9999999996,2680790127.00358
Reference,Northeast Asia,World,Max,2028,5609.112648926166,496004.00000000023,2782142310.317975
Reference,Northeast Asia,World,Max,2029,5254.485730718017,519786.99999999965,2731213374.5127244
Reference,Northeast Asia,World,Max,2030,4900.827738515901,518531.9999999995,2541236008.9081244
Reference,Northeast Asia,World,Max,2031,4873.619553489537,495793.0000000003,2416306459.2832394
Reference,Northeast Asia,World,Max,2032,4846.411368463173,466043.9999999999,2258640939.8040504
Reference,Northeast Asia,World,Max,2033,4819.128640464134,432003.9999999999,2081882849.1950674
Reference,Northeast Asia,World,Max,2034,4791.920455437769,400141.9999999997,1917448634.8797784
Reference,Northeast Asia,World,Max,2035,4764.712270411405,370828.0000000001,1766888721.812121
Reference,Northeast Asia,World,Max,2036,4737.504085385041,350733.9999999996,1661603757.8834352
Reference,Northeast Asia,World,Max,2037,4710.221357386003,489022.99999999977,2303406578.8529744
Reference,Northeast Asia,World,Max,2038,4683.013172359639,631965.9999999998,2959505102.4834304
Reference,Northeast Asia,World,Max,2039,4655.804987333275,784168.9999999995,3650937941.1121445
Reference,Northeast Asia,World,Max,2040,4628.596802306911,944648.0000000002,4372394712.105619
Reference,Northeast Asia,World,Max,2041,4601.314074307871,1113212.9999999993,5122242644.602486
Reference,Northeast Asia,World,Max,2042,4574.105889281507,1289675.0000000002,5899110012.75913
Reference,Northeast Asia,World,Max,2043,4546.897704255143,1470630.0,6686804170.808741
Reference,Northeast Asia,World,Max,2044,4519.689519228779,1655905.0000000005,7484176473.338533
Reference,Northeast Asia,World,Max,2045,4492.4067912297405,1840666.9999999988,8269024931.192468
Reference,Northeast Asia,World,Max,2046,4465.198606203377,2025992.9999999995,9046461119.777796
Reference,Northeast Asia,World,Max,2047,4437.990421177012,2200067.0000000005,9763876271.947647
Reference,Northeast Asia,World,Max,2048,4410.782236150648,2363584.9999999995,10425258731.632126
Reference,Northeast Asia,World,Max,2049,4383.499508151609,2508817.0000000005,10997398085.542397
Reference,Northeast Asia,World,Max,2050,4356.291323125245,2629269.0000000014,11453861730.862198
Reference,Northeast Asia,World,Min,2018,7078.973400078524,353036.9999999999,2499139532.243521
Reference,Northeast Asia,World,Min,2019,7078.973400078524,353036.9999999999,2499139532.243521
Reference,Northeast Asia,World,Min,2020,7078.973400078524,318640.0,2255644084.201021
Reference,Northeast Asia,World,Min,2021,6778.904469287013,296992.9999999997,2013287175.046956
Reference,Northeast Asia,World,Min,2022,6479.655398962145,291986.9999999999,1891975140.9767592
Reference,Northeast Asia,World,Min,2023,6180.4063286372775,284916.0,1760896649.5300186
Reference,Northeast Asia,World,Min,2024,5881.15725831241,298403.99999999977,1754960850.5094552
Reference,Northeast Asia,World,Min,2025,5581.088327520899,335144.9999999999,1870473847.526991
Reference,Northeast Asia,World,Min,2026,5281.839257196031,390648.99999999977,2063345223.9843714
Reference,Northeast Asia,World,Min,2027,4982.590186871164,449587.9999999996,2240112756.935031
Reference,Northeast Asia,World,Min,2028,4683.341116546297,496004.00000000023,2322955927.17143
Reference,Northeast Asia,World,Min,2029,4383.272185754785,519786.99999999965,2278367899.616921
Reference,Northeast Asia,World,Min,2030,4084.023115429917,518531.9999999995,2117696674.0901039
Reference,Northeast Asia,World,Min,2031,4029.606745377189,495793.0000000003,1997850817.1107938
Reference,Northeast Asia,World,Min,2032,3975.190375324461,466043.9999999999,1852613623.2777128
Reference,Northeast Asia,World,Min,2033,3920.624919326383,432003.9999999999,1693725647.6486742
Reference,Northeast Asia,World,Min,2034,3866.208549273655,400141.9999999997,1547032421.3234577
Reference,Northeast Asia,World,Min,2035,3811.792179220927,370828.0000000001,1413519270.2361383
Reference,Northeast Asia,World,Min,2036,3757.375809168199,350733.9999999996,1317839447.0527978
Reference,Northeast Asia,World,Min,2037,3702.810353170121,489022.99999999977,1810759427.3383114
Reference,Northeast Asia,World,Min,2038,3648.393983117393,631965.9999999998,2305660951.934766
Reference,Northeast Asia,World,Min,2039,3593.9776130646646,784168.9999999995,2818285830.8593035
Reference,Northeast Asia,World,Min,2040,3539.5612430119368,944648.0000000002,3343639449.088741
Reference,Northeast Asia,World,Min,2041,3484.9957870138587,1113212.9999999993,3879542615.0490565
Reference,Northeast Asia,World,Min,2042,3430.5794169611304,1289675.0000000002,4424332509.569347
Reference,Northeast Asia,World,Min,2043,3376.1630469084025,1470630.0,4965086661.674904
Reference,Northeast Asia,World,Min,2044,3321.746676855674,1655905.0000000005,5500496930.938697
Reference,Northeast Asia,World,Min,2045,3267.1812208575966,1840666.9999999988,6013792656.252286
Reference,Northeast Asia,World,Min,2046,3212.7648508048683,2025992.9999999995,6509039098.376706
Reference,Northeast Asia,World,Min,2047,3158.3484807521404,2200067.0000000005,6948578267.00292
Reference,Northeast Asia,World,Min,2048,3103.932110699412,2363584.9999999995,7336407377.867469
Reference,Northeast Asia,World,Min,2049,3049.3666547013345,2508817.0000000005,7650302902.54784
Reference,Northeast Asia,World,Min,2050,2994.950284648606,2629269.0000000014,7874529939.967761
Reference,Oceania,China,Max,2018,5946.805951935694,31158.999999999898,185296526.6563637
Reference,Oceania,China,Max,2019,5946.805951935694,31158.999999999898,185296526.6563637
Reference,Oceania,China,Max,2020,5946.805951935694,28207.0,167741555.48625013
Reference,Oceania,China,Max,2021,5696.945892423759,28341.0,161457143.53718174
Reference,Oceania,China,Max,2022,5447.768510670054,31248.999999999796,170237318.1899274
Reference,Oceania,China,Max,2023,5198.591128916349,32966.0,171376755.15585634
Reference,Oceania,China,Max,2024,4949.413747162643,39208.0,194056614.19875288
Reference,Oceania,China,Max,2025,4699.5536876507085,49469.999999999796,232486920.9280796
Reference,Oceania,China,Max,2026,4450.376305897003,63066.0,280667432.10770035
Reference,Oceania,China,Max,2027,4201.198924143297,77231.9999999998,324466995.30943424
Reference,Oceania,China,Max,2028,3952.021542389592,88897.0,351322859.05380756
Reference,Oceania,China,Max,2029,3702.161482877657,95756.9999999998,354507877.11591506
Reference,Oceania,China,Max,2030,3452.9841011239514,97533.9999999999,336783351.31902313
Reference,Oceania,China,Max,2031,3433.813986333317,90582.0,311041738.5100445
Reference,Oceania,China,Max,2032,3414.643871542683,91224.99999999991,311500887.18148094
Reference,Oceania,China,Max,2033,3395.421235889609,81689.9999999998,277371960.7598215
Reference,Oceania,China,Max,2034,3376.251121098974,81898.99999999971,276511590.56688386
Reference,Oceania,China,Max,2035,3357.0810063083404,77887.9999999998,261476325.41934335
Reference,Oceania,China,Max,2036,3337.9108915177067,76594.9999999999,255667284.73579842
Reference,Oceania,China,Max,2037,3318.688255864632,102685.0,340779503.55345976
Reference,Oceania,China,Max,2038,3299.518141073998,132041.9999999998,435674974.38369215
Reference,Oceania,China,Max,2039,3280.348026283364,155260.99999999988,509310114.90878105
Reference,Oceania,China,Max,2040,3261.17791149273,201397.9999999999,656794709.0188127
Reference,Oceania,China,Max,2041,3241.9552758396558,242497.99999999988,786167670.4805645
Reference,Oceania,China,Max,2042,3222.7851610490216,288140.9999999999,928616539.0898257
Reference,Oceania,China,Max,2043,3203.615046258388,338190.9999999999,1083433776.1091702
Reference,Oceania,China,Max,2044,3184.444931467753,392348.9999999998,1249413784.416441
Reference,Oceania,China,Max,2045,3165.222295814679,450002.9999999999,1424359528.7834926
Reference,Oceania,China,Max,2046,3146.052181024045,510838.0000000001,1607123004.0499613
Reference,Oceania,China,Max,2047,3126.8820662334106,573755.0,1794064219.9117503
Reference,Oceania,China,Max,2048,3107.7119514427764,634992.9999999999,1973375335.1825025
Reference,Oceania,China,Max,2049,3088.4893157897022,697010.0000000002,2152707937.998581
Reference,Oceania,China,Max,2050,3069.319200999068,753482.9999999992,2312679839.5263786
Reference,Oceania,China,Min,2018,4987.643701623485,31158.999999999898,155409990.09888566
Reference,Oceania,China,Min,2019,4987.643701623485,31158.999999999898,155409990.09888566
Reference,Oceania,China,Min,2020,4987.643701623485,28207.0,140686465.89169365
Reference,Oceania,China,Min,2021,4776.2236512672325,28341.0,135362954.50056463
Reference,Oceania,China,Min,2022,4565.381251321789,31248.999999999796,142663598.72255367
Reference,Oceania,China,Min,2023,4354.538851376346,32966.0,143551727.77447262
Reference,Oceania,China,Min,2024,4143.696451430904,39208.0,162466050.46770287
Reference,Oceania,China,Min,2025,3932.276401074651,49469.999999999796,194529713.56116217
Reference,Oceania,China,Min,2026,3721.434001129208,63066.0,234695956.7152146
Reference,Oceania,China,Min,2027,3510.591601183765,77231.9999999998,271130010.5426238
Reference,Oceania,China,Min,2028,3299.749201238322,88897.0,293337804.74248314
Reference,Oceania,China,Min,2029,3088.3291508820694,95756.9999999998,295729134.5010137
Reference,Oceania,China,Min,2030,2877.4867509366263,97533.9999999999,280652792.76585263
Reference,Oceania,China,Min,2031,2839.146521355358,90582.0,257175570.19741103
Reference,Oceania,China,Min,2032,2800.80629177409,91224.99999999991,255503553.96709108
Reference,Oceania,China,Min,2033,2762.361020467941,81689.9999999998,225657271.76202556
Reference,Oceania,China,Min,2034,2724.020790886673,81898.99999999971,223094578.7528268
Reference,Oceania,China,Min,2035,2685.6805613054044,77887.9999999998,209182287.55895483
Reference,Oceania,China,Min,2036,2647.3403317241364,76594.9999999999,202773032.70840997
Reference,Oceania,China,Min,2037,2608.895060417988,102685.0,267894389.2790211
Reference,Oceania,China,Min,2038,2570.5548308367192,132041.9999999998,339421200.9733416
Reference,Oceania,China,Min,2039,2532.2146012554517,155260.99999999988,393154171.2055224
Reference,Oceania,China,Min,2040,2493.874371674183,201397.9999999999,502261310.7064369
Reference,Oceania,China,Min,2041,2455.429100368034,242497.99999999988,595436645.9810473
Reference,Oceania,China,Min,2042,2417.088870786766,288140.9999999999,696462404.3173693
Reference,Oceania,China,Min,2043,2378.7486412054977,338190.9999999999,804471381.7179282
Reference,Oceania,China,Min,2044,2340.4084116242293,392348.9999999998,918256899.8923544
Reference,Oceania,China,Min,2045,2301.963140318081,450002.9999999999,1035890319.0325572
Reference,Oceania,China,Min,2046,2263.6229107368126,510838.0000000001,1156344600.4749722
Reference,Oceania,China,Min,2047,2225.282681155544,573755.0,1276767064.7263992
Reference,Oceania,China,Min,2048,2186.942451574276,634992.9999999999,1388693148.152504
Reference,Oceania,China,Min,2049,2148.4971802681275,697010.0000000002,1497524019.618688
Reference,Oceania,China,Min,2050,2110.156950686859,753482.9999999992,1589967389.674385
Reference,Oceania,USA,Max,2018,13159.89631048555,31158.999999999898,410049209.13841796
Reference,Oceania,USA,Max,2019,13159.89631048555,31158.999999999898,410049209.13841796
Reference,Oceania,USA,Max,2020,13159.89631048555,28207.0,371201195.2298659
Reference,Oceania,USA,Max,2021,12606.972185857185,28341.0,357294198.7193785
Reference,Oceania,USA,Max,2022,12055.558782880806,31248.999999999796,376724156.40623987
Reference,Oceania,USA,Max,2023,11504.145379904428,32966.0,379245656.5939294
Reference,Oceania,USA,Max,2024,10952.73197692805,39208.0,429434715.3513949
Reference,Oceania,USA,Max,2025,10399.807852299682,49469.999999999796,514478494.45326316
Reference,Oceania,USA,Max,2026,9848.394449323305,63066.0,621098844.3410236
Reference,Oceania,USA,Max,2027,9296.981046346926,77231.9999999998,718024440.171464
